ID	adj.P.Val	P.Value	t	B	logFC	ORF	SPOT_ID
HS.578984	0.961	0.8054545	-0.248476	-5.6573	-0.01025085	HS.578984	
LOC648494	0.961	0.8055324	0.248375	-5.6573	0.00840126	LOC648494	
TRIM45	0.961	0.80555	-0.248352	-5.6573	-0.00870854	TRIM45	
LOC401131	0.961	0.8055615	-0.248337	-5.6573	-0.00611143	LOC401131	
FLJ45455	0.961	0.8056226	0.248257	-5.6573	0.00782219	FLJ45455	
LOC440421	0.961	0.8056233	-0.248256	-5.6573	-0.00935513	LOC440421	
FCGR3B	0.961	0.805666	-0.2482	-5.6573	-0.0633744	FCGR3B	
MIR1302-4	0.961	0.8057064	0.248148	-5.6573	0.00680871	MIR1302-4	
CACNG7	0.961	0.8057748	-0.248059	-5.6573	-0.00698901	CACNG7	
YAF2	0.961	0.8058461	-0.247965	-5.6574	-0.0098141	YAF2	
HIT-40	0.961	0.8058775	0.247925	-5.6574	0.00688376	HIT-40	
PGLYRP4	0.961	0.8059461	-0.247835	-5.6574	-0.00888212	PGLYRP4	
LOC100128292	0.961	0.8059531	0.247826	-5.6574	0.00734521	LOC100128292	
ZBTB1	0.961	0.8060014	0.247763	-5.6574	0.00527102	ZBTB1	
C10ORF10	0.961	0.8060493	0.2477	-5.6574	0.01005935	C10ORF10	
GFOD2	0.961	0.8060621	0.247684	-5.6574	0.01664403	GFOD2	
AMY1A	0.961	0.8060965	-0.247639	-5.6574	-0.05114902	AMY1A	
RABEP2	0.961	0.8061979	0.247507	-5.6575	0.00802834	RABEP2	
HS.334066	0.961	0.8061985	0.247506	-5.6575	0.00568681	HS.334066	
HOXC4	0.961	0.8062456	-0.247444	-5.6575	-0.01977381	HOXC4	
LOC645197	0.961	0.8062508	0.247438	-5.6575	0.00619636	LOC645197	
CYLN2	0.961	0.806324	0.247342	-5.6575	0.0335773	CYLN2	
HS.421200	0.961	0.8063822	-0.247266	-5.6575	-0.00765816	HS.421200	
AQP4	0.961	0.8063838	0.247264	-5.6575	0.00576037	AQP4	
FRMPD2L2	0.961	0.8064581	0.247167	-5.6575	0.00376387	FRMPD2L2	
LOC100132564	0.961	0.8064668	0.247156	-5.6576	0.01997229	LOC100132564	
RILP	0.961	0.8064966	0.247117	-5.6576	0.01486907	RILP	
HS.199272	0.961	0.8065148	0.247093	-5.6576	0.00834393	HS.199272	
C3ORF24	0.961	0.8066009	0.246981	-5.6576	0.0058145	C3ORF24	
LOC646084	0.961	0.8066952	-0.246858	-5.6576	-0.00838468	LOC646084	
DCUN1D1	0.961	0.8067104	-0.246838	-5.6576	-0.01330581	DCUN1D1	
CLDN1	0.961	0.8068753	0.246623	-5.6577	0.00781	CLDN1	
LOC100132366	0.961	0.8068978	-0.246594	-5.6577	-0.00746941	LOC100132366	
FOS	0.961	0.8069223	-0.246562	-5.6577	-0.04294084	FOS	
OR10H3	0.961	0.806965	-0.246506	-5.6577	-0.00706678	OR10H3	
COPS7B	0.961	0.8069732	-0.246495	-5.6577	-0.01415511	COPS7B	
LOC100132738	0.961	0.8069795	-0.246487	-5.6577	-0.01135321	LOC100132738	
FLJ46552	0.961	0.8070344	0.246416	-5.6577	0.01342895	FLJ46552	
HS.4986	0.961	0.807035	0.246415	-5.6577	0.00679872	HS.4986	
GAS2L1	0.961	0.807094	0.246338	-5.6577	0.02624666	GAS2L1	
LOC646806	0.961	0.8070969	0.246334	-5.6577	0.00956426	LOC646806	
LOC100134522	0.961	0.8071076	-0.24632	-5.6577	-0.00845111	LOC100134522	
LOC441644	0.961	0.8071232	0.2463	-5.6577	0.00688827	LOC441644	
HS.562281	0.961	0.8071996	0.2462	-5.6578	0.0074	HS.562281	
PBLD	0.961	0.8072459	-0.24614	-5.6578	-0.0057575	PBLD	
PLA2G2A	0.961	0.8072574	0.246125	-5.6578	0.00805659	PLA2G2A	
PPP1R9A	0.961	0.8072581	0.246124	-5.6578	0.00933555	PPP1R9A	
TMEM213	0.961	0.807286	0.246088	-5.6578	0.00713116	TMEM213	
ASB15	0.961	0.8073213	0.246042	-5.6578	0.00662522	ASB15	
LOC100133558	0.961	0.8073657	-0.245984	-5.6578	-0.00924471	LOC100133558	
FAM81B	0.961	0.8073797	0.245965	-5.6578	0.00706154	FAM81B	
LOC644884	0.961	0.8074036	-0.245934	-5.6578	-0.0074149	LOC644884	
KCNQ1DN	0.961	0.807445	0.24588	-5.6578	0.00586006	KCNQ1DN	
MIR1264	0.961	0.8074495	-0.245874	-5.6578	-0.00801374	MIR1264	
LOC652183	0.961	0.8074602	0.24586	-5.6578	0.00865293	LOC652183	
CCDC25	0.961	0.8074677	0.245851	-5.6578	0.0166821	CCDC25	
C1ORF150	0.961	0.8074961	0.245814	-5.6579	0.02335645	C1ORF150	
HS.515779	0.961	0.807501	-0.245807	-5.6579	-0.01307298	HS.515779	
NPY5R	0.961	0.8075381	0.245759	-5.6579	0.00903726	NPY5R	
MED12L	0.961	0.807569	-0.245719	-5.6579	-0.00645726	MED12L	
GTF3C4	0.961	0.8075712	0.245716	-5.6579	0.0092757	GTF3C4	
CHRNA2	0.961	0.8075879	-0.245694	-5.6579	-0.00969108	CHRNA2	
AASDH	0.961	0.8075997	-0.245679	-5.6579	-0.02080503	AASDH	
MIR130A	0.961	0.8076183	0.245654	-5.6579	0.03775394	MIR130A	
HS.58423	0.961	0.8076218	0.24565	-5.6579	0.00644423	HS.58423	
ABCA10	0.961	0.807646	0.245618	-5.6579	0.00493181	ABCA10	
LOC100128404	0.961	0.8076682	-0.245589	-5.6579	-0.00771511	LOC100128404	
SSU72	0.961	0.8076846	-0.245568	-5.6579	-0.01409889	SSU72	
CFTR	0.961	0.8077494	-0.245483	-5.6579	-0.02116932	CFTR	
ZBTB48	0.961	0.8077652	0.245463	-5.6579	0.02398638	ZBTB48	
GPR25	0.961	0.807818	-0.245394	-5.6579	-0.00995153	GPR25	
LOC643152	0.961	0.8078231	-0.245387	-5.6579	-0.00814677	LOC643152	
NHLH1	0.961	0.8078482	0.245355	-5.658	0.00875484	NHLH1	
C9ORF40	0.961	0.8078701	-0.245326	-5.658	-0.01788064	C9ORF40	
LOC729912	0.961	0.8079085	-0.245276	-5.658	-0.0107615	LOC729912	
LOC652968	0.961	0.8079241	0.245256	-5.658	0.01660477	LOC652968	
HS.567186	0.961	0.8079652	0.245202	-5.658	0.00757268	HS.567186	
LOC728247	0.961	0.8079986	-0.245159	-5.658	-0.00858007	LOC728247	
ANUBL1	0.961	0.8080103	0.245143	-5.658	0.00692725	ANUBL1	
OR5AS1	0.961	0.8080241	0.245125	-5.658	0.00926326	OR5AS1	
LAMA3	0.961	0.8080334	-0.245113	-5.658	-0.00520062	LAMA3	
SLC15A1	0.961	0.8081459	-0.244967	-5.658	-0.00933729	SLC15A1	
ATG16L2	0.961	0.8081654	-0.244941	-5.658	-0.03010421	ATG16L2	
TMEM16B	0.961	0.8081716	-0.244933	-5.6581	-0.00878372	TMEM16B	
ZNF236	0.961	0.8081888	0.244911	-5.6581	0.0116785	ZNF236	
LOC100130894	0.961	0.8082847	-0.244786	-5.6581	-0.00604555	LOC100130894	
LOC647624	0.961	0.8082955	-0.244771	-5.6581	-0.00767126	LOC647624	
RIMBP3	0.961	0.8083044	-0.24476	-5.6581	-0.00785496	RIMBP3	
LOC644569	0.961	0.8083467	-0.244705	-5.6581	-0.00670898	LOC644569	
FLJ40113	0.961	0.808419	-0.244611	-5.6581	-0.00420468	FLJ40113	
TMEM132E	0.961	0.8084314	-0.244594	-5.6581	-0.00816682	TMEM132E	
LOC100133638	0.961	0.8084634	0.244553	-5.6581	0.0077431	LOC100133638	
MIR1278	0.961	0.8085215	-0.244477	-5.6582	-0.00727441	MIR1278	
HS.575542	0.961	0.8085728	0.24441	-5.6582	0.00864977	HS.575542	
LOC730387	0.961	0.8085871	-0.244391	-5.6582	-0.01587054	LOC730387	
LOC100134766	0.961	0.8086212	-0.244347	-5.6582	-0.00965012	LOC100134766	
SLC6A16	0.961	0.808734	0.2442	-5.6582	0.02511027	SLC6A16	
LPXN	0.961	0.8087703	0.244153	-5.6582	0.02173986	LPXN	
LOC392264	0.961	0.8087831	-0.244136	-5.6582	-0.00735152	LOC392264	
GRP	0.961	0.8088312	-0.244073	-5.6582	-0.00464752	GRP	
LOC643420	0.961	0.8089435	-0.243927	-5.6583	-0.00966347	LOC643420	
ZNF709	0.961	0.8089675	0.243896	-5.6583	0.00686403	ZNF709	
CD1E	0.961	0.8089684	-0.243894	-5.6583	-0.01487588	CD1E	
TIMD4	0.961	0.8090398	-0.243802	-5.6583	-0.02023552	TIMD4	
C9ORF70	0.961	0.8090645	0.243769	-5.6583	0.00667467	C9ORF70	
TUBA1C	0.961	0.8090798	0.243749	-5.6583	0.02051765	TUBA1C	
NFKBIL2	0.961	0.8090915	0.243734	-5.6583	0.00963409	NFKBIL2	
DLST	0.961	0.8091045	-0.243717	-5.6583	-0.02199706	DLST	
LINCR	0.961	0.8091502	0.243658	-5.6583	0.013033	LINCR	
HS.576915	0.961	0.8091587	-0.243647	-5.6583	-0.00791829	HS.576915	
TESSP5	0.961	0.8091842	0.243613	-5.6583	0.01635327	TESSP5	
ANKRD53	0.961	0.8093586	0.243386	-5.6584	0.01153257	ANKRD53	
LOC100131107	0.961	0.8093659	-0.243377	-5.6584	-0.00409264	LOC100131107	
CYP4Z2P	0.961	0.809375	-0.243365	-5.6584	-0.00435906	CYP4Z2P	
FOXI1	0.961	0.8093983	-0.243334	-5.6584	-0.00524002	FOXI1	
SDCCAG3L	0.961	0.8094043	-0.243326	-5.6584	-0.01110896	SDCCAG3L	
RFPL4A	0.961	0.8094241	0.243301	-5.6584	0.01273993	RFPL4A	
BARX2	0.961	0.8094486	0.243269	-5.6584	0.00822943	BARX2	
MYBPC1	0.961	0.8094549	-0.243261	-5.6584	-0.0045868	MYBPC1	
DDIT4L	0.961	0.8094765	-0.243232	-5.6584	-0.00652781	DDIT4L	
LOC652599	0.961	0.8095	0.243202	-5.6584	0.00793938	LOC652599	
HS.572124	0.961	0.8095312	0.243161	-5.6584	0.01086405	HS.572124	
FLJ20920	0.961	0.8095349	-0.243156	-5.6584	-0.01322861	FLJ20920	
NCALD	0.961	0.8095841	-0.243092	-5.6585	-0.03090525	NCALD	
GPS2	0.961	0.8095999	-0.243072	-5.6585	-0.02252375	GPS2	
HS.561205	0.961	0.8096036	0.243067	-5.6585	0.01222699	HS.561205	
LOC652543	0.961	0.8096104	0.243058	-5.6585	0.00676846	LOC652543	
HIPK4	0.961	0.8096171	-0.243049	-5.6585	-0.00694803	HIPK4	
CDRT1	0.961	0.8096873	0.242958	-5.6585	0.00456835	CDRT1	
CENTA1	0.961	0.8097439	0.242884	-5.6585	0.01891536	CENTA1	
HS.549784	0.961	0.8097439	0.242884	-5.6585	0.00798076	HS.549784	
HS.128689	0.961	0.8097558	0.242869	-5.6585	0.0126816	HS.128689	
LOC732107	0.961	0.8097774	0.24284	-5.6585	0.01095646	LOC732107	
LOC100133430	0.961	0.8098154	-0.242791	-5.6585	-0.02396096	LOC100133430	
LOC100128811	0.961	0.8098167	0.242789	-5.6585	0.00686543	LOC100128811	
C15ORF21	0.961	0.8098388	0.24276	-5.6585	0.00591347	C15ORF21	
LOC338750	0.961	0.8098467	-0.24275	-5.6585	-0.00766932	LOC338750	
RPE65	0.961	0.8098549	0.242739	-5.6585	0.00686208	RPE65	
C22ORF34	0.961	0.8098828	0.242703	-5.6585	0.01120161	C22ORF34	
FUSSEL18	0.961	0.8099646	0.242597	-5.6586	0.0071343	FUSSEL18	
MAPKAP1	0.961	0.8100103	0.242537	-5.6586	0.01356212	MAPKAP1	
MAPK8	0.961	0.8100129	-0.242534	-5.6586	-0.00590739	MAPK8	
MIR218-2	0.961	0.8101296	-0.242382	-5.6586	-0.00842561	MIR218-2	
PSMD9	0.961	0.8101379	0.242371	-5.6586	0.02917577	PSMD9	
LOC641714	0.961	0.8101975	-0.242293	-5.6586	-0.00952788	LOC641714	
ST6GALNAC2	0.961	0.8102007	-0.242289	-5.6586	-0.03120783	ST6GALNAC2	
LRRTM1	0.961	0.8102185	-0.242266	-5.6586	-0.00625249	LRRTM1	
C1QBP	0.961	0.8102254	0.242257	-5.6586	0.0148372	C1QBP	
PRSS3	0.961	0.8102315	0.242249	-5.6586	0.00921982	PRSS3	
LBX2	0.961	0.8102456	0.24223	-5.6587	0.00699812	LBX2	
LOC653816	0.961	0.8102502	-0.242224	-5.6587	-0.00835291	LOC653816	
LOC648758	0.961	0.810257	-0.242216	-5.6587	-0.00810296	LOC648758	
EFR3B	0.961	0.8102616	0.24221	-5.6587	0.0118783	EFR3B	
PIK3C2G	0.961	0.81027	0.242199	-5.6587	0.00687618	PIK3C2G	
GPR55	0.961	0.8102925	0.242169	-5.6587	0.01272139	GPR55	
LOC653203	0.961	0.8103026	-0.242156	-5.6587	-0.00379327	LOC653203	
SLA2	0.961	0.810308	0.242149	-5.6587	0.04233394	SLA2	
RDBP	0.961	0.8103874	-0.242046	-5.6587	-0.01434184	RDBP	
TAF4B	0.961	0.8103966	0.242034	-5.6587	0.00889734	TAF4B	
LANCL1	0.961	0.810401	-0.242028	-5.6587	-0.01569529	LANCL1	
LOC651344	0.961	0.8104344	0.241985	-5.6587	0.00896566	LOC651344	
PLS1	0.961	0.8105027	0.241896	-5.6587	0.00635905	PLS1	
LOC100128918	0.961	0.8105487	0.241836	-5.6587	0.01017352	LOC100128918	
HS.48706	0.961	0.8105689	0.241809	-5.6587	0.00672778	HS.48706	
LOC100130361	0.961	0.810653	0.2417	-5.6588	0.00661254	LOC100130361	
RASGRF2	0.961	0.810654	-0.241699	-5.6588	-0.00985405	RASGRF2	
LOC641943	0.961	0.8107287	-0.241601	-5.6588	-0.00672421	LOC641943	
LOC100131778	0.961	0.8107803	-0.241534	-5.6588	-0.00805882	LOC100131778	
C22ORF26	0.961	0.8107965	0.241513	-5.6588	0.01090093	C22ORF26	
MIR888	0.961	0.8108642	0.241425	-5.6588	0.00586541	MIR888	
SDK1	0.961	0.8108654	-0.241423	-5.6588	-0.00620534	SDK1	
TERC	0.961	0.8108736	-0.241413	-5.6588	-0.01005122	TERC	
PLEKHG6	0.961	0.8108763	-0.241409	-5.6588	-0.00639871	PLEKHG6	
C8ORF46	0.961	0.8109066	-0.24137	-5.6588	-0.00744546	C8ORF46	
SEC14L1	0.961	0.8109127	-0.241362	-5.6588	-0.02306855	SEC14L1	
OR2A25	0.961	0.8109631	-0.241296	-5.6589	-0.00820191	OR2A25	
MIR9-3	0.961	0.8110194	0.241223	-5.6589	0.00713879	MIR9-3	
LOC641947	0.961	0.8110319	-0.241206	-5.6589	-0.00822978	LOC641947	
LOC642185	0.961	0.8110465	0.241187	-5.6589	0.00817816	LOC642185	
LOC163233	0.961	0.8112292	0.240949	-5.6589	0.00683574	LOC163233	
LOC401399	0.961	0.8112909	-0.240869	-5.659	-0.00780647	LOC401399	
NAT8B	0.961	0.8113122	0.240841	-5.659	0.06061834	NAT8B	
LOC653554	0.961	0.8113271	-0.240822	-5.659	-0.00712068	LOC653554	
C11ORF61	0.961	0.8113423	-0.240802	-5.659	-0.01428419	C11ORF61	
LOC100131381	0.961	0.8113633	-0.240775	-5.659	-0.01238953	LOC100131381	
MED29	0.961	0.8113647	0.240773	-5.659	0.01416587	MED29	
LOC389842	0.961	0.8113946	0.240734	-5.659	0.01342385	LOC389842	
LOC652627	0.961	0.8114106	-0.240713	-5.659	-0.01350576	LOC652627	
HS.581645	0.962	0.8115231	-0.240567	-5.659	-0.00585057	HS.581645	
LOC100129954	0.962	0.8115756	0.240498	-5.659	0.00652633	LOC100129954	
LOC401431	0.962	0.8115804	0.240492	-5.659	0.01790854	LOC401431	
C2ORF61	0.962	0.8116042	0.240461	-5.659	0.00738947	C2ORF61	
LOC729028	0.962	0.8117418	0.240282	-5.6591	0.00652524	LOC729028	
SLC25A38	0.962	0.8118246	0.240174	-5.6591	0.0248553	SLC25A38	
PAQR5	0.962	0.8118767	-0.240106	-5.6591	-0.00603507	PAQR5	
CHCHD6	0.962	0.8119152	0.240056	-5.6591	0.0209499	CHCHD6	
LOC645693	0.962	0.81193	0.240037	-5.6591	0.04890911	LOC645693	
LOC728348	0.962	0.811932	0.240034	-5.6591	0.00694351	LOC728348	
C7ORF52	0.962	0.8119883	-0.239961	-5.6592	-0.0049287	C7ORF52	
LOC100130348	0.962	0.8120083	0.239935	-5.6592	0.00703682	LOC100130348	
SFRP4	0.962	0.8120128	0.239929	-5.6592	0.00779836	SFRP4	
HS.209381	0.962	0.8120575	0.239871	-5.6592	0.00819599	HS.209381	
LOC91561	0.962	0.812062	-0.239865	-5.6592	-0.00527257	LOC91561	
LOC644464	0.962	0.8120655	-0.239861	-5.6592	-0.0057258	LOC644464	
HS.575583	0.962	0.8121022	-0.239813	-5.6592	-0.01031507	HS.575583	
MS4A5	0.962	0.8121498	-0.239751	-5.6592	-0.00684339	MS4A5	
CUGBP1	0.962	0.8121539	0.239745	-5.6592	0.00972756	CUGBP1	
MRPS17	0.962	0.8121624	0.239734	-5.6592	0.01684476	MRPS17	
HS.176475	0.962	0.812179	0.239713	-5.6592	0.00928568	HS.176475	
C2CD4D	0.962	0.8122388	-0.239635	-5.6592	-0.00538633	C2CD4D	
ZP3	0.962	0.8122453	0.239626	-5.6592	0.02844105	ZP3	
HS.563767	0.962	0.8122532	-0.239616	-5.6592	-0.00596654	HS.563767	
C8ORF74	0.962	0.8122598	0.239608	-5.6592	0.00572999	C8ORF74	
DHX8	0.962	0.8124172	-0.239403	-5.6593	-0.01409849	DHX8	
LOC100132464	0.962	0.812453	-0.239356	-5.6593	-0.00646384	LOC100132464	
LOC731365	0.962	0.8124713	0.239332	-5.6593	0.00785375	LOC731365	
METT5D1	0.962	0.812491	-0.239307	-5.6593	-0.01392742	METT5D1	
POLE2	0.962	0.8125209	-0.239268	-5.6593	-0.01205998	POLE2	
NR6A1	0.962	0.8126021	-0.239162	-5.6593	-0.0064337	NR6A1	
SPDYC	0.962	0.8126132	-0.239147	-5.6593	-0.0277015	SPDYC	
ZNF812	0.962	0.8126218	0.239136	-5.6593	0.00632118	ZNF812	
LOC392232	0.962	0.8126351	0.239119	-5.6593	0.00798089	LOC392232	
LRRTM2	0.962	0.8126437	0.239108	-5.6593	0.00562254	LRRTM2	
LOC728671	0.962	0.8126581	-0.239089	-5.6593	-0.01849911	LOC728671	
HS.579069	0.962	0.8127829	-0.238927	-5.6594	-0.00664541	HS.579069	
AKAP8L	0.962	0.8128309	0.238864	-5.6594	0.0252372	AKAP8L	
HS.543560	0.962	0.8128413	-0.238851	-5.6594	-0.00712342	HS.543560	
CNTFR	0.962	0.812876	-0.238805	-5.6594	-0.00533893	CNTFR	
LOC644294	0.962	0.8129058	-0.238767	-5.6594	-0.00731333	LOC644294	
BIN1	0.962	0.8129186	0.23875	-5.6594	0.03127947	BIN1	
OR2H1	0.962	0.8129557	0.238702	-5.6594	0.00817359	OR2H1	
CYFIP2	0.962	0.8130223	-0.238615	-5.6594	-0.0186504	CYFIP2	
SBNO2	0.962	0.8130587	-0.238568	-5.6595	-0.01729239	SBNO2	
ALDH1L2	0.962	0.8131719	0.23842	-5.6595	0.00662088	ALDH1L2	
TBX4	0.962	0.8131735	0.238418	-5.6595	0.00724378	TBX4	
HS.195725	0.962	0.813184	0.238405	-5.6595	0.00864134	HS.195725	
LOC643968	0.962	0.8132868	0.238271	-5.6595	0.0105207	LOC643968	
HS.146724	0.962	0.8132987	-0.238255	-5.6595	-0.00732153	HS.146724	
LOC730194	0.962	0.8134387	-0.238073	-5.6596	-0.00722518	LOC730194	
TLX1NB	0.962	0.8134582	-0.238048	-5.6596	-0.00893053	TLX1NB	
HS.460114	0.962	0.8134871	0.23801	-5.6596	0.00848908	HS.460114	
CDT1	0.962	0.8135042	-0.237988	-5.6596	-0.01527177	CDT1	
OTP	0.962	0.8135639	-0.23791	-5.6596	-0.00969777	OTP	
LOC730809	0.962	0.8135655	0.237908	-5.6596	0.01747164	LOC730809	
KIAA0773	0.962	0.8135725	0.237899	-5.6596	0.00582349	KIAA0773	
HS.564132	0.962	0.8136099	0.23785	-5.6596	0.009634	HS.564132	
RRAGA	0.962	0.8136241	-0.237832	-5.6596	-0.01769041	RRAGA	
LOC650965	0.962	0.8136342	0.237819	-5.6596	0.00629962	LOC650965	
TLX1	0.962	0.8136375	0.237815	-5.6596	0.00538919	TLX1	
LOC400174	0.962	0.8136643	-0.23778	-5.6596	-0.01615853	LOC400174	
SAAL1	0.962	0.8136785	-0.237761	-5.6596	-0.01472608	SAAL1	
SCUBE3	0.962	0.813732	0.237692	-5.6596	0.0081274	SCUBE3	
LOC100131392	0.962	0.8137441	-0.237676	-5.6597	-0.00575974	LOC100131392	
C7ORF31	0.962	0.8137568	0.237659	-5.6597	0.00809743	C7ORF31	
DDX52	0.962	0.813782	0.237627	-5.6597	0.01617321	DDX52	
HS.583920	0.962	0.8139641	-0.23739	-5.6597	-0.00745636	HS.583920	
HS.116870	0.962	0.8140167	-0.237321	-5.6597	-0.00831225	HS.116870	
SEC22B	0.962	0.814049	-0.237279	-5.6597	-0.02167479	SEC22B	
POU3F2	0.962	0.8140607	-0.237264	-5.6597	-0.00522211	POU3F2	
HMBS	0.962	0.8140704	0.237251	-5.6597	0.02063749	HMBS	
LOC400120	0.962	0.8140774	-0.237242	-5.6597	-0.00780285	LOC400120	
NR5A2	0.962	0.8141312	-0.237172	-5.6598	-0.00347868	NR5A2	
LOC641810	0.962	0.8141385	0.237163	-5.6598	0.02012513	LOC641810	
SMAD3	0.962	0.8141926	0.237092	-5.6598	0.02108168	SMAD3	
YY1	0.962	0.8142056	-0.237075	-5.6598	-0.01703932	YY1	
LOC440334	0.962	0.8142338	-0.237039	-5.6598	-0.00763445	LOC440334	
SNCA	0.962	0.8142767	0.236983	-5.6598	0.06326163	SNCA	
RPL23AP13	0.962	0.8143457	0.236893	-5.6598	0.03831453	RPL23AP13	
EMCN	0.962	0.8143555	0.23688	-5.6598	0.00832544	EMCN	
MRPS31	0.962	0.8145412	0.236639	-5.6599	0.02010246	MRPS31	
OR6C76	0.962	0.814581	-0.236587	-5.6599	-0.00650792	OR6C76	
LOC648859	0.962	0.8146198	-0.236537	-5.6599	-0.01012584	LOC648859	
SYT13	0.962	0.814646	0.236502	-5.6599	0.00827844	SYT13	
SCN4A	0.962	0.8146743	0.236466	-5.6599	0.00819876	SCN4A	
LCN8	0.962	0.8147062	-0.236424	-5.6599	-0.01895468	LCN8	
CYP27B1	0.962	0.8147173	0.23641	-5.6599	0.00854949	CYP27B1	
JAM2	0.962	0.8147281	-0.236396	-5.6599	-0.01355035	JAM2	
ACVR2B	0.962	0.8147904	-0.236315	-5.6599	-0.00530937	ACVR2B	
C6ORF221	0.962	0.8148213	0.236274	-5.66	0.01067434	C6ORF221	
MTRR	0.962	0.8148438	0.236245	-5.66	0.03158164	MTRR	
LOC389888	0.962	0.8148546	-0.236231	-5.66	-0.00687748	LOC389888	
PCSK9	0.963	0.8149465	0.236112	-5.66	0.006498	PCSK9	
LOC441730	0.963	0.8149781	-0.23607	-5.66	-0.00756704	LOC441730	
C21ORF114	0.963	0.8150224	0.236013	-5.66	0.00768904	C21ORF114	
RPA3	0.963	0.8150315	0.236001	-5.66	0.01589723	RPA3	
HPN	0.963	0.8150907	-0.235924	-5.66	-0.00398905	HPN	
GRIN1	0.963	0.8151419	-0.235857	-5.66	-0.00461949	GRIN1	
HPCAL4	0.963	0.8152141	0.235763	-5.6601	0.02919142	HPCAL4	
FAM99A	0.963	0.8152641	0.235699	-5.6601	0.00697879	FAM99A	
HS.524873	0.963	0.8153112	0.235637	-5.6601	0.00763595	HS.524873	
C8ORF76	0.963	0.8153943	0.235529	-5.6601	0.01585424	C8ORF76	
CXORF61	0.963	0.8154046	0.235516	-5.6601	0.00635728	CXORF61	
HS.577098	0.963	0.8154306	-0.235482	-5.6601	-0.00702746	HS.577098	
LOC100128783	0.963	0.8154368	0.235474	-5.6601	0.00765171	LOC100128783	
GPR153	0.963	0.8154638	0.235439	-5.6601	0.01336413	GPR153	
LOC642181	0.963	0.8154646	-0.235438	-5.6601	-0.01165476	LOC642181	
WWC3	0.963	0.8154917	0.235403	-5.6601	0.01622179	WWC3	
FIT1	0.963	0.8155107	0.235378	-5.6601	0.01136987	FIT1	
LOC642528	0.963	0.8155535	0.235322	-5.6602	0.00578512	LOC642528	
LOC648628	0.963	0.8155538	-0.235322	-5.6602	-0.00677239	LOC648628	
SNORD123	0.963	0.8155916	-0.235273	-5.6602	-0.00661408	SNORD123	
HS.333703	0.963	0.815692	0.235142	-5.6602	0.00834282	HS.333703	
LOC651513	0.963	0.8157339	0.235088	-5.6602	0.00543714	LOC651513	
GOLGA2	0.963	0.8157912	-0.235013	-5.6602	-0.01777936	GOLGA2	
LOC388969	0.963	0.8158313	0.234961	-5.6602	0.01421626	LOC388969	
IFNA13	0.963	0.8159486	-0.234808	-5.6603	-0.00513944	IFNA13	
VSIG8	0.963	0.8159501	0.234806	-5.6603	0.00714691	VSIG8	
C21ORF93	0.963	0.8161322	-0.23457	-5.6603	-0.00638214	C21ORF93	
LOC653904	0.963	0.8161548	0.23454	-5.6603	0.01050437	LOC653904	
SLITRK5	0.963	0.8161946	-0.234489	-5.6603	-0.00720114	SLITRK5	
RNY4	0.963	0.8162303	0.234442	-5.6603	0.03949477	RNY4	
SCEL	0.963	0.8163043	-0.234346	-5.6604	-0.00608708	SCEL	
LOC642956	0.963	0.8163184	0.234328	-5.6604	0.01261311	LOC642956	
C1QL3	0.963	0.8164089	-0.23421	-5.6604	-0.00566648	C1QL3	
CYB5R3	0.963	0.8164201	-0.234195	-5.6604	-0.01704987	CYB5R3	
LOC130678	0.963	0.8164388	-0.234171	-5.6604	-0.00687919	LOC130678	
LOC728295	0.963	0.8164479	0.234159	-5.6604	0.0068281	LOC728295	
HS.545230	0.963	0.8164564	-0.234148	-5.6604	-0.01090437	HS.545230	
LOC654342	0.963	0.8164954	-0.234097	-5.6604	-0.00773894	LOC654342	
FOXA1	0.963	0.8165555	-0.234019	-5.6604	-0.00612087	FOXA1	
KCNQ2	0.963	0.8166031	0.233957	-5.6605	0.0066735	KCNQ2	
PSMA3	0.963	0.8166275	0.233926	-5.6605	0.01357534	PSMA3	
LOC440607	0.963	0.816653	-0.233893	-5.6605	-0.00820075	LOC440607	
LOC100131892	0.963	0.8166764	-0.233862	-5.6605	-0.00598613	LOC100131892	
PPIB	0.963	0.8166981	0.233834	-5.6605	0.01449364	PPIB	
LOC146177	0.963	0.8166984	0.233834	-5.6605	0.01044798	LOC146177	
ZNF426	0.963	0.8167044	-0.233826	-5.6605	-0.01581723	ZNF426	
LOC642588	0.963	0.8167105	-0.233818	-5.6605	-0.00623446	LOC642588	
CCDC110	0.963	0.8167233	0.233801	-5.6605	0.00710707	CCDC110	
CASKIN1	0.963	0.8168638	-0.233618	-5.6605	-0.01069974	CASKIN1	
HS.454202	0.963	0.8169035	-0.233567	-5.6605	-0.00948101	HS.454202	
HS.552282	0.963	0.8169303	0.233532	-5.6605	0.00727856	HS.552282	
HS.26651	0.963	0.8169708	0.233479	-5.6606	0.00797368	HS.26651	
MUS81	0.963	0.8170114	-0.233427	-5.6606	-0.02150162	MUS81	
GOLGA2LY1	0.963	0.8170286	0.233404	-5.6606	0.00658326	GOLGA2LY1	
HS.525400	0.963	0.8170629	-0.23336	-5.6606	-0.01126765	HS.525400	
MRPL45	0.963	0.8170643	0.233358	-5.6606	0.01838572	MRPL45	
GHRHR	0.963	0.8170873	0.233328	-5.6606	0.00436043	GHRHR	
KIAA0427	0.963	0.817113	-0.233295	-5.6606	-0.0204594	KIAA0427	
